Host_OS,Platform,Isolation_Type,Test_Type,Metric,Unit,n,mean,median,stdev,cv_pct,min,max,overhead_pct_vs_baremetal,efficiency_ratio_pct,n_trimmed,trimmed_mean,trimmed_median,trimmed_stdev,trimmed_cv_pct,trimmed_overhead_pct,trimmed_efficiency_ratio_pct,iqr_outliers
Windows Server 2025,Hyper-V,VM,fio,rand_4k_read_clat_p99_9_us,us,10,2247.8848,2244.608,10.3622,0.46,2244.608,2277.376,-0.25,99.75,8,2244.608,2244.608,0.0,0.0,-0.32,99.68,1
Windows Server 2025,Hyper-V,VM,fio,rand_4k_read_clat_p99_us,us,10,1423.7696,1425.408,19.2313,1.35,1400.832,1449.984,0.15,100.15,8,1423.36,1425.408,17.3779,1.22,0.18,100.18,0
Windows Server 2025,Hyper-V,VM,fio,rand_4k_read_iops,iops,10,3216.657,3208.445,31.5862,0.98,3181.63,3273.61,-2.49,102.49,8,3213.9163,3208.445,25.2092,0.78,-2.39,102.39,0
Windows Server 2025,Hyper-V,VM,fio,rand_4k_write_bw,MB/s,10,12.547,12.515,0.1284,1.02,12.4,12.78,-2.5,102.5,8,12.5362,12.515,0.1011,0.81,-2.41,102.41,0
Windows Server 2025,Hyper-V,VM,fio,rand_4k_write_clat_mean_us,us,10,85.0718,85.0365,1.6729,1.97,82.297,87.584,-3.58,96.42,8,85.1046,85.0365,1.2631,1.48,-3.67,96.33,0
Windows Server 2025,Hyper-V,VM,fio,rand_4k_write_clat_p99_9_us,us,10,266.4448,264.192,12.6413,4.74,248.832,288.768,-4.53,95.47,8,265.856,264.192,9.4636,3.56,-4.63,95.37,0
Windows Server 2025,Hyper-V,VM,fio,rand_4k_write_clat_p99_us,us,10,128.768,128.0,3.1027,2.41,125.44,136.192,-11.61,88.39,8,128.256,128.0,1.6191,1.26,-12.0,88.0,1
Windows Server 2025,Hyper-V,VM,fio,rand_4k_write_iops,iops,10,3212.238,3204.135,32.6083,1.02,3175.5,3270.58,-2.5,102.5,8,3209.5375,3204.135,26.0711,0.81,-2.41,102.41,0
Windows Server 2025,Hyper-V,VM,fio,seq_rw_read_bw,MB/s,10,146.353,146.705,0.7189,0.49,145.11,147.21,-3.4,103.4,8,146.4013,146.705,0.5798,0.4,-3.46,103.46,0
Windows Server 2025,Hyper-V,VM,fio,seq_rw_read_clat_mean_us,us,10,3371.9027,3364.2315,17.4576,0.52,3353.396,3396.834,-2.43,97.57,8,3371.0996,3364.2315,15.918,0.47,-2.41,97.59,0
Windows Server 2025,Hyper-V,VM,fio,seq_rw_read_clat_p99_9_us,us,10,21338.5216,21757.952,1788.4378,8.38,19005.44,23199.744,-1.55,98.45,8,21397.504,21757.952,1684.0147,7.87,-1.46,98.54,0
Windows Server 2025,Hyper-V,VM,fio,seq_rw_read_clat_p99_us,us,10,7707.0336,7667.712,683.3086,8.87,6651.904,8716.288,-4.25,95.75,8,7712.768,7667.712,543.8014,7.05,-4.36,95.64,0
Windows Server 2025,Hyper-V,VM,fio,seq_rw_read_iops,iops,10,146.353,146.705,0.7189,0.49,145.11,147.21,-3.4,103.4,8,146.4013,146.705,0.5798,0.4,-3.46,103.46,0
